sample_id,source,destination,sla,satisfied,min_bw_top_paths,max_bw_top_paths,unsatisfied_links
128,Novattgorica,Celje,65.7,True,[80.0],[188.0],
129,Lasko,Ravnettnattkoroskem,85.5,True,[85.8],[155.0],
130,Velenje,Murskattsobota,34.2,False,[],[],
131,Divaca,Maribor,66.60000000000001,True,[122.7],[193.3],
132,Radenci,Slovenjttgradec,66.60000000000001,False,[],[],
133,Bled,Izola,46.800000000000004,True,[167.0],[245.0],
134,Peercelje_0,Velenje,36.9,True,[273.0],[379.0],
135,Murskattsobota,Koper,28.8,True,[96.0],[276.4],
136,Trbovlje,Izola,27.900000000000002,False,[],[],
137,Peercelje_0,Kovevje,83.7,False,[],[],
138,Postojna,Gornjattradgona,69.3,True,[331.0],[462.0],
139,Kamnik,Ormoz,30.6,False,[],[],
140,Slovenskattbistrica,Izola,29.7,False,[],[],
141,Krsko,Izola,36.9,True,[123.0],[343.0],
142,Kranj,Novottmesto,27.900000000000002,True,[149.7],[243.0],
143,Sezana,Novottmesto,27.0,False,[],[],
144,Divaca,Kovevje,50.4,True,[87.0],[147.0],
145,Slovenskattbistrica,Murskattsobota,37.800000000000004,False,[],[],
146,Dravograd,Postojna,80.10000000000001,True,[173.7],[200.0],
147,Jesenice,Gornjattradgona,59.4,True,[91.6],[216.1],
148,Divaca,Velenje,50.4,True,[99.0],[238.0],
149,Ajdovscina,Koper,69.3,True,[231.0],[292.0],
150,Senozece,Kamnik,63.9,True,[167.4],[248.0],
151,Kamnik,Murskattsobota,35.1,True,[130.0],[184.0],
152,Ajdovscina,Ljutomer,33.300000000000004,True,[65.0],[224.0],
153,Jesenice,Lasko,29.7,True,[66.0],[141.5],
154,Postojna,Tolmin,90.0,True,[90.0],[161.0],
155,Ptuj,Radenci,45.9,True,[153.0],[458.0],
156,Ljubljana,Ormoz,58.5,True,[95.0],[183.0],
157,Maribor,Celje,73.8,True,[196.0],[228.7],
158,Postojna,Radenci,27.0,True,[101.5],[185.0],
159,Murskattsobota,Ajdovscina,74.7,True,[249.0],[388.1],
160,Ravnettnattkoroskem,Ljutomer,34.2,False,[],[],
